"","document","care.virtue","care.vice","fairness.virtue","fairness.vice","loyalty.virtue","loyalty.vice","authority.virtue","authority.vice","sanctity.virtue","sanctity.vice"
"1","Hillary",0.420560747663551,0.311526479750779,0.342679127725857,0.124610591900312,1.09034267912773,0,0.778816199376947,0.0467289719626168,0.0934579439252336,0.0311526479750779
"2","Trump",0.314209240079134,0.267659723030374,0.244384964505993,0.0465495170487606,1.58268357965786,0.0232747585243803,0.674967997207029,0.0581868963109508,0,0.0349121377865705
