"","document","care.virtue","care.vice","fairness.virtue","fairness.vice","loyalty.virtue","loyalty.vice","authority.virtue","authority.vice","sanctity.virtue","sanctity.vice"
"1","Mondale",0.554901631074491,0.26904321506642,0.437195224482933,0.067260803766605,0.605347233899445,0,1.21069446779889,0.0168152009416513,0.689423238607701,0.067260803766605
"2","Reagon",0.549853372434018,0.293255131964809,0.219941348973607,0,0.329912023460411,0,1.11803519061584,0.0183284457478006,0.62316715542522,0.109970674486804
