"","document","care.virtue","care.vice","fairness.virtue","fairness.vice","loyalty.virtue","loyalty.vice","authority.virtue","authority.vice","sanctity.virtue","sanctity.vice"
"1","Clinton",0.834005918751682,0.349744417541028,0.147968792036589,0.0269034167339252,0.820554210384719,0,0.632230293247242,0,0.0807102502017756,0.295937584073177
"2","Dole",0.576970292167935,0.208691382273508,0.233243309599804,0.0122759636631476,0.687453965136263,0,1.22759636631476,0.0122759636631476,0.110483672968328,0.208691382273508
