"","speaker","date","care.virtue","care.vice","fairness.virtue","fairness.vice","loyalty.virtue","loyalty.vice","authority.virtue","authority.vice","sanctity.virtue","sanctity.vice"
"181","SCHIEFFER","October 15, 2008",0.656660412757974,0.0938086303939962,0.0938086303939962,0.0938086303939962,0.375234521575985,0,0.656660412757974,0.0938086303939962,0,0
"182","OBAMA","October 15, 2008",1.13508968609865,0.140134529147982,0.224215246636771,0.0420403587443946,0.658632286995516,0,0.462443946188341,0,0.0840807174887892,0.0840807174887892
"183","SPEAKERS","October 7, 2008",0,0,0,0,0.29940119760479,0,1.79640718562874,0,0,0
"184","QUESTION","October 7, 2008",1.86567164179104,0.373134328358209,0.373134328358209,0,1.11940298507463,0.373134328358209,0.746268656716418,0,0,0
"185","OBAMA","October 7, 2008",1.0968660968661,0.213675213675214,0.0284900284900285,0.0284900284900285,0.997150997150997,0.0142450142450142,0.498575498575499,0,0.056980056980057,0.0142450142450142
"186","BROKAW","October 7, 2008",0.527859237536657,0,0.0586510263929619,0,0.703812316715543,0,0.879765395894428,0,0.0586510263929619,0
"187","MCCAIN","October 7, 2008",0.556328233657858,0.324524802967084,0.0927213722763097,0,1.11265646731572,0,0.38633905115129,0,0.108174934322361,0.0618142481842065
"188","SPEAKERS","September 26, 2008",0.380228136882129,0,0,0,0,0,3.04182509505703,0,0,0
"189","OBAMA","September 26, 2008",0.526004339535801,0.315602603721481,0.0263002169767901,0,1.18350976395555,0.0263002169767901,0.710105858373332,0.0263002169767901,0.0263002169767901,0.0263002169767901
"190","LEHRER","September 26, 2008",0.335429769392034,0.167714884696017,0,0,0.838574423480084,0.0838574423480084,0.922431865828092,0,0,0
"191","MCCAIN","September 26, 2008",0.420964007577352,0.378867606819617,0.056128534343647,0.0140321335859117,1.24885988914614,0,0.743703080053322,0.0420964007577352,0.0701606679295587,0.126289202273206
"192","SPEAKERS","OCTOBER 16, 2012",0,0,0,0,0,0,4.25531914893617,0,0,0
"193","CROWLEY","OCTOBER 16, 2012",0.0420698359276399,0.210349179638199,0.0420698359276399,0.0420698359276399,0.252419015565839,0,3.19730753050063,0.0420698359276399,0.0420698359276399,0
"194","QUESTION","OCTOBER 16, 2012",0.6,0.6,0.2,0.2,0.2,0,1.8,0.2,0,0
"195","ROMNEY","OCTOBER 16, 2012",0.380565774451351,0.279081567930991,0.114169732335405,0.0507421032601801,0.824559177977927,0,0.951414436128378,0.0761131548902702,0.17759736141063,0.0253710516300901
"196","OBAMA","OCTOBER 16, 2012",0.481960892316166,0.275406224180666,0.192784356926467,0.0413109336271,1.10162489672267,0,1.18424676397687,0.0137703112090333,0.110162489672267,0
"197","SPEAKERS","October 22, 2012",1.42857142857143,0,0,0,0,0,1.42857142857143,0,0,0
"198","SCHIEFFER","October 22, 2012",0.208478109798471,0.416956219596942,0.0694927032661571,0.0694927032661571,1.04239054899236,0,2.4322446143155,0,0,0.0694927032661571
"199","ROMNEY","October 22, 2012",0.248903638734147,0.414839397890245,0.0474102169017423,0.0592627711271779,1.18525542254356,0,0.924499229583975,0.10667298802892,0.0711153253526135,0.0237051084508712
